Beneficiary_ID,Month,Transaction_Count,Total_Amount_NGN,Avg_Monthly_Balance_NGN
BENE_02317,2021-12,11,1801.02,7631.52
BENE_02317,2022-11,3,6120.51,2375.29
BENE_02317,2023-11,4,1559.53,4674.55
BENE_02318,2020-03,5,1314.83,7921.76
BENE_02318,2022-03,9,4380.02,2330.85
BENE_02318,2021-02,4,10655.95,2250.05
BENE_02318,2021-07,9,868.03,7798.64
BENE_02318,2021-04,5,7967.25,536.97
BENE_02318,2024-06,5,4809.54,3204.73
BENE_02318,2024-12,4,10584.99,5437.79
BENE_02318,2022-08,5,14116.94,5022.38
BENE_02319,2022-10,3,1176.43,4628.08
BENE_02319,2021-10,3,7505.67,5686.96
BENE_02319,2023-04,5,8737.09,1270.45
BENE_02319,2022-06,4,5960.9,6022.99
BENE_02320,2023-08,10,8945.55,5516.64
BENE_02320,2022-07,4,8492.5,1252.23
BENE_02320,2020-06,6,6197.64,4920.33
BENE_02320,2024-10,9,8693.25,6621.36
BENE_02320,2021-05,3,9907.69,7869.95
BENE_02320,2023-05,12,5141.55,3924.72
BENE_02320,2020-03,4,1593.52,2883.89
BENE_02320,2022-11,6,5622.23,5273.09
BENE_02321,2020-04,5,7150.91,7921.93
BENE_02321,2021-08,8,12553.82,460.22
BENE_02321,2022-02,9,9324.09,3629.29
BENE_02321,2022-03,5,4943.14,6905.58
BENE_02321,2021-01,4,2341.88,7288.33
BENE_02321,2023-06,11,10682.59,3376.07
BENE_02321,2023-08,9,8665.24,1722.39
BENE_02321,2021-12,2,13645.7,1180.78
BENE_02321,2024-08,4,13364.44,1469.23
BENE_02321,2022-07,4,1287.52,1901.81
BENE_02321,2023-05,10,11105.34,2331.69
BENE_02322,2021-02,9,2670.99,1050.11
BENE_02322,2022-12,5,4854.22,1191.11
BENE_02322,2024-12,8,5886.46,7712.38
BENE_02322,2022-04,10,2160.75,5862.87
BENE_02322,2020-06,3,9124.52,1102.12
BENE_02322,2024-04,6,7117.08,5912.13
BENE_02322,2022-06,6,7762.35,4717.55
BENE_02323,2023-05,6,14544.44,4385.32
BENE_02323,2023-10,1,1941.78,6597.9
BENE_02323,2024-07,9,9105.25,2716.07
BENE_02323,2021-02,6,1740.82,2035.15
BENE_02323,2021-03,7,14422.39,3083.19
BENE_02323,2022-12,7,12852.51,7133.95
BENE_02324,2022-09,0,2140.13,1982.95
BENE_02324,2022-11,6,11544.65,7207.32
BENE_02324,2023-04,6,8872.16,6781.47
BENE_02324,2021-02,4,10710.51,6541.05
BENE_02324,2021-03,9,10345.0,6470.89
BENE_02325,2024-05,7,6848.26,5474.94
BENE_02325,2023-12,5,2319.84,5882.01
BENE_02325,2020-03,9,10341.56,7425.55
BENE_02325,2021-10,8,4839.16,1776.17
BENE_02325,2024-03,9,10051.82,6802.16
BENE_02325,2024-01,4,3965.99,2602.73
BENE_02325,2020-06,6,12519.76,6902.62
BENE_02325,2020-07,2,8763.89,1016.85
BENE_02325,2023-02,8,1623.53,6016.84
BENE_02326,2022-06,13,12438.31,5316.7
BENE_02326,2020-09,9,13610.1,6618.07
BENE_02326,2022-02,6,11923.38,3573.88
BENE_02326,2021-01,7,3823.96,6499.61
BENE_02326,2020-06,7,11953.57,3032.15
BENE_02326,2021-12,9,2713.88,780.8
BENE_02326,2020-05,3,6539.94,5439.35
BENE_02326,2024-07,7,9193.52,1572.29
BENE_02326,2024-06,12,2445.37,4975.8
BENE_02326,2023-03,4,13454.66,5712.49
BENE_02326,2021-12,6,11770.04,1270.7
BENE_02326,2022-04,8,6588.7,5934.14
BENE_02327,2021-10,7,11690.96,6796.23
BENE_02327,2021-02,4,10204.99,2951.2
BENE_02327,2023-07,9,3790.49,4994.92
BENE_02328,2024-12,3,8887.52,6484.27
BENE_02328,2024-09,5,2449.53,5735.05
BENE_02328,2023-07,3,11918.93,237.44
BENE_02328,2023-06,7,6549.4,6560.93
BENE_02328,2020-10,6,9560.16,4268.34
BENE_02328,2022-11,15,1482.18,1810.77
BENE_02329,2020-07,5,13111.11,2453.52
BENE_02329,2020-08,4,6696.17,2519.68
BENE_02329,2023-05,12,1162.21,3534.38
BENE_02329,2020-08,5,11841.97,5843.28
BENE_02329,2024-05,6,6012.04,263.81
BENE_02329,2021-08,5,8746.27,7913.06
BENE_02329,2021-10,7,11330.95,4076.21
BENE_02329,2022-11,8,2220.67,7702.01
BENE_02329,2022-12,9,6654.91,1860.25
BENE_02329,2022-01,9,8867.77,7892.32
BENE_02330,2021-10,8,11518.25,7736.17
BENE_02330,2022-07,4,14597.13,5687.26
BENE_02330,2021-10,5,13755.23,1696.2
BENE_02330,2022-06,4,984.04,6117.27
BENE_02330,2022-07,4,4810.74,234.04
BENE_02330,2024-11,5,8169.47,5121.63
BENE_02330,2021-01,6,13393.26,4001.43
BENE_02330,2024-06,8,1266.23,920.84
BENE_02330,2023-11,1,2882.83,7814.68
BENE_02330,2020-07,6,14719.71,2609.53
BENE_02330,2023-12,6,6580.44,2675.61
BENE_02331,2020-08,3,3535.66,550.46
BENE_02331,2024-06,6,8077.27,6857.66
BENE_02331,2023-03,9,11296.52,2353.47
BENE_02331,2020-05,8,2529.88,1056.5
BENE_02331,2024-10,7,7027.82,5840.62
BENE_02331,2021-08,6,7753.32,4914.11
BENE_02331,2021-05,4,9943.64,3757.65
BENE_02331,2021-08,9,10546.61,7706.62
BENE_02332,2023-12,9,8545.49,5682.18
BENE_02332,2024-09,5,7010.68,3809.63
BENE_02332,2020-05,3,10433.8,6362.45
BENE_02332,2021-04,4,1661.7,7874.53
BENE_02332,2020-07,11,8836.8,7225.99
BENE_02332,2024-10,8,4856.18,425.27
BENE_02332,2021-05,10,5429.19,210.76
BENE_02332,2021-05,3,1440.04,7598.79
BENE_02332,2022-12,6,13859.63,6727.52
BENE_02332,2024-07,6,5261.14,6021.84
BENE_02332,2024-11,6,13010.05,953.1
BENE_02333,2023-01,12,1277.08,6141.72
BENE_02333,2024-06,7,2869.6,4571.8
BENE_02333,2020-08,6,7045.43,4029.23
BENE_02333,2021-09,6,5132.68,7391.75
BENE_02333,2022-08,3,4213.38,6269.92
BENE_02334,2021-06,3,14931.56,3677.87
BENE_02334,2022-03,7,5599.23,2932.23
BENE_02334,2020-12,9,7068.15,6359.33
BENE_02334,2020-11,1,5326.67,3912.25
BENE_02334,2024-01,8,8046.53,244.79
BENE_02334,2023-04,6,5041.31,7383.59
BENE_02335,2023-11,1,11540.69,4114.41
BENE_02335,2021-02,8,2067.26,4378.55
BENE_02335,2024-05,11,2789.22,7808.05
BENE_02335,2022-04,4,8877.92,1629.4
BENE_02335,2022-09,6,1281.2,201.92
BENE_02335,2023-07,6,1332.23,4381.61
BENE_02335,2021-03,9,11049.11,179.2
BENE_02335,2024-06,2,2827.1,6070.81
BENE_02335,2022-09,9,12599.93,1403.72
BENE_02336,2022-10,8,12740.46,4992.61
BENE_02336,2021-04,6,12729.06,7682.05
BENE_02336,2022-10,6,3140.81,6788.29
BENE_02337,2020-06,4,3253.13,6309.47
BENE_02337,2021-05,2,4549.02,6294.93
BENE_02337,2023-12,5,6845.77,3049.22
BENE_02338,2023-04,4,4733.79,1637.99
BENE_02338,2023-11,8,4334.76,4582.11
BENE_02338,2021-09,12,11735.85,6587.6
BENE_02338,2023-11,2,14192.56,6893.99
BENE_02338,2022-09,6,7240.62,4009.39
BENE_02338,2024-05,6,4412.1,2343.17
BENE_02338,2021-07,2,13517.98,802.2
BENE_02338,2021-07,8,4708.88,1486.45
BENE_02338,2023-08,6,2010.89,6440.72
BENE_02338,2024-11,7,5825.8,2738.19
BENE_02338,2023-07,4,7612.7,422.58
BENE_02338,2024-04,7,13392.85,6797.59
BENE_02339,2021-08,6,1226.94,7456.13
BENE_02339,2023-04,10,4017.45,2438.77
BENE_02339,2023-03,7,10059.96,3586.95
BENE_02339,2023-06,6,12909.19,1707.23
BENE_02340,2024-03,6,13401.21,4282.25
BENE_02340,2020-08,7,4492.42,4676.78
BENE_02340,2024-06,8,1839.38,1531.48
BENE_02340,2020-10,5,10966.03,5273.08
BENE_02340,2024-02,13,12070.55,183.52
BENE_02340,2023-07,4,9088.99,292.23
BENE_02340,2020-06,11,9861.83,6892.47
BENE_02341,2024-01,4,13843.89,1850.89
BENE_02341,2020-10,11,10908.29,721.73
BENE_02341,2024-05,6,11927.31,4395.13
BENE_02341,2024-11,7,5605.12,4759.85
BENE_02342,2024-09,4,10337.42,1698.07
BENE_02342,2022-07,2,8343.13,4620.82
BENE_02342,2020-06,7,2473.17,158.66
BENE_02342,2022-07,9,8701.57,426.59
BENE_02343,2020-08,6,9745.86,3541.84
BENE_02343,2021-01,4,1304.04,4528.35
BENE_02343,2024-01,8,1861.41,6238.96
BENE_02343,2020-05,9,4621.86,4310.54
BENE_02343,2023-05,6,5210.44,3729.41
BENE_02343,2024-11,4,534.95,1578.4
BENE_02343,2024-09,7,1008.73,7476.19
BENE_02343,2022-09,9,14177.68,606.73
BENE_02344,2021-02,5,6483.04,805.95
BENE_02344,2024-11,7,14686.24,3523.73
BENE_02344,2021-01,3,3193.07,1013.4
BENE_02344,2020-09,8,9602.46,2554.61
BENE_02345,2023-03,7,5516.68,2826.8
BENE_02345,2024-04,5,4777.51,1535.53
BENE_02345,2023-01,8,11122.42,6485.99
BENE_02345,2020-03,4,3313.77,3369.17
BENE_02345,2020-08,6,12778.07,7475.68
BENE_02345,2021-03,5,10661.86,7422.23
BENE_02345,2023-10,4,5402.7,103.07
BENE_02345,2020-12,6,14360.16,3944.05
BENE_02345,2023-11,5,10482.18,7458.64
BENE_02345,2022-09,5,1406.43,3713.4
BENE_02345,2024-09,7,13908.22,947.4
BENE_02346,2021-08,9,14281.16,7425.79
BENE_02346,2023-12,9,5834.72,380.03
BENE_02346,2023-04,11,8101.73,2763.14
BENE_02346,2020-08,6,6602.88,4030.15
BENE_02346,2022-06,5,11571.38,3291.29
BENE_02346,2022-10,6,11980.58,597.93
BENE_02346,2020-05,2,13748.15,1219.51
BENE_02347,2021-07,6,10748.4,972.17
BENE_02347,2021-12,14,10218.41,5093.78
BENE_02347,2021-08,8,11344.63,1049.87
BENE_02347,2024-07,6,7148.01,1706.31
BENE_02347,2021-03,12,10358.84,1303.45
BENE_02347,2024-09,10,7348.98,7219.66
BENE_02347,2024-12,4,3632.62,3537.88
BENE_02347,2022-06,8,12729.62,2858.89
BENE_02347,2021-06,9,3900.06,6098.49
BENE_02347,2021-03,5,2684.43,7572.39
BENE_02347,2021-12,5,5728.98,6212.97
BENE_02347,2023-02,5,4723.52,1161.5
BENE_02348,2021-09,8,10150.69,7302.2
BENE_02348,2020-09,4,5003.22,412.45
BENE_02348,2022-12,4,7216.51,7555.19
BENE_02348,2024-12,11,12185.61,2873.87
BENE_02348,2023-09,6,10220.42,2169.24
BENE_02348,2024-02,7,1182.93,5489.35
BENE_02348,2022-01,1,4581.86,4429.71
BENE_02349,2024-09,6,6986.96,6170.62
BENE_02349,2023-12,6,5697.25,4286.83
BENE_02349,2023-03,11,3131.44,1599.17
BENE_02349,2024-02,9,7179.52,5534.06
BENE_02349,2023-01,7,8943.61,5976.28
BENE_02349,2022-09,4,1456.85,2253.99
BENE_02349,2022-03,7,1584.14,7367.78
BENE_02349,2024-04,8,3542.1,7351.2
BENE_02349,2021-08,10,12148.14,3726.74
BENE_02349,2022-10,5,3590.99,1979.69
BENE_02349,2022-04,5,2488.99,3995.13
BENE_02350,2022-11,5,9800.62,7974.3
BENE_02350,2020-05,7,6311.15,4448.47
BENE_02350,2023-03,3,834.91,6142.58
BENE_02350,2023-03,8,2212.14,2502.94
BENE_02350,2022-09,11,7475.64,6173.09
BENE_02350,2022-01,6,2191.21,7526.47
BENE_02350,2024-08,8,10811.62,499.93
BENE_02350,2024-02,6,10051.08,733.93
BENE_02350,2023-12,9,1263.5,5829.56
BENE_02350,2022-07,8,6743.47,6145.86
BENE_02351,2024-06,4,4774.18,1808.51
BENE_02351,2021-12,7,10212.52,4434.96
BENE_02351,2024-03,5,10461.53,6310.96
BENE_02351,2020-09,7,6117.75,5014.87
BENE_02351,2022-11,2,10872.67,6255.7
BENE_02352,2024-05,7,11777.77,1051.03
BENE_02352,2021-03,5,10744.32,7732.31
BENE_02352,2022-03,8,3000.37,7205.65
BENE_02352,2021-05,8,10452.75,4137.19
BENE_02352,2020-12,2,10210.17,2583.63
BENE_02353,2020-05,8,3887.53,706.74
BENE_02353,2021-01,8,1866.66,3073.64
BENE_02353,2021-08,7,3454.16,4503.85
BENE_02353,2023-03,3,14450.09,5200.9
BENE_02353,2024-10,6,10127.29,3763.33
BENE_02353,2022-02,3,12119.57,7459.44
BENE_02353,2023-11,3,9527.82,1907.08
BENE_02353,2020-08,6,5864.22,3822.68
BENE_02353,2022-01,7,12742.17,138.83
BENE_02354,2024-02,10,5109.79,2006.9
BENE_02354,2020-06,9,7622.62,6743.84
BENE_02354,2021-04,5,14823.25,3516.31
BENE_02354,2021-08,5,6610.79,7051.12
BENE_02354,2024-12,14,4635.17,7333.43
BENE_02354,2020-08,6,8862.75,3329.04
BENE_02355,2022-01,4,6794.39,6752.98
BENE_02355,2023-12,6,8915.98,5686.69
BENE_02355,2022-08,6,1879.71,1184.59
BENE_02355,2022-05,10,2163.0,1451.73
BENE_02355,2023-11,5,3219.88,7904.91
BENE_02355,2023-07,3,9954.75,6261.65
BENE_02355,2021-11,10,13773.47,223.56
BENE_02355,2021-04,5,8613.83,761.47
BENE_02356,2021-03,6,11959.27,1669.6
BENE_02356,2020-02,4,5170.45,281.26
BENE_02356,2024-11,6,10369.63,3157.74
BENE_02357,2020-09,5,11493.34,5805.86
BENE_02357,2021-04,7,10216.61,6972.16
BENE_02357,2022-03,5,9578.5,3934.72
BENE_02357,2021-05,6,1992.55,7382.01
BENE_02357,2020-07,8,5636.97,2773.35
BENE_02357,2023-10,7,13608.58,7707.82
BENE_02357,2020-10,8,5971.62,1772.36
BENE_02358,2020-10,7,3770.92,5690.36
BENE_02358,2024-01,8,11720.58,3480.24
BENE_02358,2020-11,5,13372.24,271.94
BENE_02358,2020-08,7,11393.68,2728.24
BENE_02358,2021-07,5,9078.94,2171.04
BENE_02358,2020-06,7,11996.88,4184.61
BENE_02358,2020-08,4,11713.71,2550.19
BENE_02358,2020-03,9,12507.17,7188.9
BENE_02358,2023-12,10,3224.36,7486.6
BENE_02358,2021-02,12,5666.83,7820.84
BENE_02358,2024-01,11,9857.13,7369.52
BENE_02358,2023-12,6,14499.72,3392.77
BENE_02359,2020-04,8,6447.03,3791.02
BENE_02359,2023-01,6,8374.86,3265.15
BENE_02359,2021-05,7,13999.03,7102.3
BENE_02359,2022-08,4,1667.54,4461.09
BENE_02359,2020-05,4,4219.15,3723.34
BENE_02359,2024-10,2,10472.89,1511.1
BENE_02359,2023-10,6,847.2,4213.08
BENE_02359,2023-03,11,12546.16,4423.05
BENE_02359,2023-08,13,11890.47,4608.93
BENE_02359,2023-10,4,5482.01,7981.71
BENE_02359,2024-02,9,12662.76,6275.88
BENE_02360,2021-01,6,877.01,3725.9
BENE_02360,2021-05,3,3687.86,6316.79
BENE_02360,2020-12,5,1841.52,3879.38
BENE_02361,2022-12,1,12727.05,6447.14
BENE_02361,2020-09,5,8316.83,3777.71
BENE_02361,2021-10,7,12307.3,3226.23
BENE_02361,2024-07,5,3782.06,571.81
BENE_02361,2025-01,12,14686.78,1605.69
BENE_02361,2024-10,6,8104.66,6259.92
BENE_02361,2024-03,6,12340.39,6022.85
BENE_02361,2021-05,9,3703.05,3067.56
BENE_02362,2023-12,6,13513.03,6161.17
BENE_02362,2024-02,8,6734.67,4481.69
BENE_02362,2020-09,8,5415.53,4040.83
BENE_02362,2020-08,8,3399.28,7342.04
BENE_02362,2023-10,3,10413.34,3913.29
BENE_02362,2021-04,4,10957.11,4882.45
BENE_02362,2023-07,8,14414.9,2149.88
BENE_02362,2022-05,7,12906.63,7309.24
BENE_02362,2021-06,6,13910.14,4063.59
BENE_02363,2022-10,7,2565.91,6621.74
BENE_02363,2020-04,4,12319.13,884.02
BENE_02363,2020-02,3,9669.69,3339.45
BENE_02363,2020-03,5,4793.62,1012.25
BENE_02363,2022-08,9,2993.79,1109.41
BENE_02363,2022-09,4,3322.45,6630.95
BENE_02363,2024-09,5,7930.71,6180.92
BENE_02363,2020-04,3,5332.54,3560.67
BENE_02363,2021-03,8,5011.03,2492.83
BENE_02363,2021-08,5,14028.38,4210.23
BENE_02363,2021-08,7,5439.22,5410.84
BENE_02364,2022-10,6,8481.0,1608.37
BENE_02364,2022-06,9,2994.51,6214.72
BENE_02364,2023-07,8,7311.11,2814.01
BENE_02364,2022-01,7,7300.74,4988.88
BENE_02364,2022-08,2,8142.72,7378.21
BENE_02365,2021-01,1,7624.38,7384.57
BENE_02365,2021-08,5,2261.16,7761.26
BENE_02365,2021-06,12,3681.58,4726.24
BENE_02365,2023-10,3,5769.18,2769.21
BENE_02365,2022-05,8,6674.96,894.43
BENE_02366,2022-06,4,9981.94,2590.22
BENE_02366,2024-10,3,14295.52,2983.32
BENE_02366,2023-01,9,3151.16,979.77
BENE_02367,2021-04,7,6477.37,1042.81
BENE_02367,2022-08,8,14979.96,5662.35
BENE_02367,2020-09,5,1319.33,7836.44
BENE_02368,2024-02,5,1761.77,7298.79
BENE_02368,2021-12,5,5386.34,699.23
BENE_02368,2024-08,4,9928.63,907.13
BENE_02369,2021-10,7,5043.36,5258.11
BENE_02369,2024-01,4,13290.11,816.23
BENE_02369,2022-07,3,8448.05,1867.71
BENE_02369,2023-08,7,830.03,7031.17
BENE_02369,2021-08,6,1586.01,6844.07
BENE_02369,2024-10,6,9310.77,7885.87
BENE_02369,2023-02,7,10800.69,1879.82
BENE_02369,2021-12,2,8000.77,608.5
BENE_02369,2024-06,8,675.65,779.17
BENE_02369,2023-07,11,2555.38,3355.3
BENE_02369,2021-05,5,9371.48,7287.54
BENE_02369,2022-03,6,1876.97,4143.66
BENE_02370,2023-03,2,10441.99,3838.49
BENE_02370,2022-06,6,5695.87,1223.53
BENE_02370,2021-02,8,6687.09,2475.37
BENE_02370,2020-12,8,14298.99,316.95
BENE_02370,2021-10,5,5848.66,5001.9
BENE_02370,2022-01,8,1709.25,1251.31
BENE_02370,2024-12,7,13635.48,3343.58
BENE_02370,2022-10,5,6997.41,5831.57
BENE_02371,2021-03,5,11265.61,1693.16
BENE_02371,2021-04,6,14588.93,4565.89
BENE_02371,2021-03,5,14611.63,691.88
BENE_02371,2022-08,5,12184.81,4512.72
BENE_02371,2020-06,7,5951.57,2802.32
BENE_02372,2021-06,4,585.93,4286.81
BENE_02372,2020-12,8,11386.23,7976.33
BENE_02372,2022-07,10,8764.53,1490.25
BENE_02372,2021-02,6,5565.98,7122.56
BENE_02372,2024-01,7,4558.6,7152.79
BENE_02372,2020-12,7,9614.73,7015.75
BENE_02372,2021-05,5,1683.58,4548.1
BENE_02372,2024-02,6,7706.01,5287.77
BENE_02372,2024-05,6,8541.63,2434.57
BENE_02373,2023-11,7,2102.75,2905.28
BENE_02373,2024-07,8,2503.16,3979.9
BENE_02373,2024-06,8,14997.65,7773.27
BENE_02373,2020-02,12,8208.22,7434.5
BENE_02373,2020-06,7,14855.94,188.86
BENE_02373,2023-11,6,12039.46,7123.37
BENE_02373,2021-03,6,4364.6,1967.15
BENE_02373,2020-05,9,9733.5,6586.98
BENE_02373,2022-05,6,7037.25,7259.1
BENE_02373,2023-12,11,6480.56,3550.62
BENE_02374,2022-11,6,6741.79,3542.96
BENE_02374,2023-07,8,1195.21,5321.81
BENE_02374,2022-06,5,8280.48,5350.48
BENE_02374,2020-11,2,6003.25,7648.85
BENE_02374,2020-10,2,12724.64,5207.39
BENE_02374,2023-12,7,4825.94,7764.1
BENE_02374,2023-10,5,10248.16,467.33
BENE_02374,2023-03,10,11168.95,389.55
BENE_02374,2022-01,5,7916.08,4726.19
BENE_02374,2023-02,9,12441.85,7854.11
BENE_02375,2021-06,2,10296.43,3983.98
BENE_02375,2024-07,5,13941.19,4307.56
BENE_02375,2022-01,4,7549.69,4005.27
BENE_02375,2022-09,8,9026.6,5825.5
BENE_02375,2021-02,5,3488.14,6186.54
BENE_02376,2020-02,5,9821.38,7669.16
BENE_02376,2022-03,5,14544.95,6498.14
BENE_02376,2024-06,6,12424.47,5841.64
BENE_02376,2022-10,8,7695.98,1798.31
BENE_02377,2023-10,4,3302.12,5677.66
BENE_02377,2023-08,2,10294.71,3627.87
BENE_02377,2023-06,6,13991.03,4304.54
BENE_02377,2023-04,5,10483.2,7821.5
BENE_02377,2025-01,3,10859.23,2330.78
BENE_02377,2020-02,5,11881.0,7196.75
BENE_02377,2020-09,9,11877.67,6656.15
BENE_02377,2023-09,4,5750.33,5629.06
BENE_02377,2022-02,5,3825.37,4690.59
BENE_02377,2023-09,7,2079.22,3850.34
BENE_02377,2024-06,5,11752.06,5842.75
BENE_02377,2023-07,5,2321.37,4434.08
BENE_02378,2021-08,3,14853.65,2250.64
BENE_02378,2023-04,8,2416.8,5187.13
BENE_02378,2023-08,3,14882.18,4087.96
BENE_02378,2021-10,3,6792.77,1848.16
BENE_02378,2022-12,4,7742.65,6858.88
BENE_02378,2020-09,6,7775.99,7383.18
BENE_02378,2022-03,3,6051.42,834.65
BENE_02378,2024-04,2,7234.21,7181.49
BENE_02378,2024-11,6,3063.57,7786.77
BENE_02378,2024-03,7,11259.52,5095.59
BENE_02378,2023-03,7,6383.37,1240.22
BENE_02379,2023-08,8,3614.42,1475.94
BENE_02379,2024-10,7,648.18,4147.09
BENE_02379,2021-10,12,7254.97,7802.65
BENE_02379,2023-05,4,610.48,3607.87
BENE_02379,2020-05,7,6628.77,1432.07
BENE_02379,2021-05,4,12959.99,2790.8
BENE_02379,2023-01,3,11786.56,6203.8
BENE_02379,2023-02,8,5532.46,5187.54
BENE_02380,2023-07,9,10677.77,5850.67
BENE_02380,2020-07,7,12841.26,1003.49
BENE_02380,2021-11,3,9441.21,5547.28
BENE_02380,2024-01,7,12591.81,2120.66
BENE_02380,2022-01,4,2674.68,7991.42
BENE_02380,2020-04,6,785.67,3678.8
BENE_02380,2020-02,8,6181.39,326.25
BENE_02380,2023-11,3,9560.67,915.32
BENE_02381,2025-01,10,4863.67,6968.08
BENE_02381,2021-12,4,3467.95,7474.05
BENE_02381,2023-03,7,4900.92,7759.64
BENE_02381,2024-01,10,14150.27,692.01
BENE_02381,2023-10,11,6801.64,5813.13
BENE_02381,2020-06,7,14164.28,1375.32
BENE_02381,2022-08,9,3512.14,7048.07
BENE_02381,2024-03,2,11293.01,1095.14
BENE_02381,2024-04,5,7692.78,7369.75
BENE_02381,2020-12,7,13998.96,2575.39
BENE_02382,2020-10,6,8019.97,465.57
BENE_02382,2020-10,7,12592.17,4895.41
BENE_02382,2022-07,8,9310.22,7157.79
BENE_02382,2024-09,6,11966.89,3124.2
BENE_02383,2023-06,5,8999.69,1637.59
BENE_02383,2023-03,5,843.35,4548.74
BENE_02383,2024-10,5,4669.2,353.72
BENE_02383,2024-08,4,4902.24,3826.05
BENE_02384,2022-10,4,9547.83,5307.84
BENE_02384,2020-02,5,9713.85,5196.08
BENE_02384,2021-08,5,11317.13,3341.27
BENE_02384,2021-12,10,12477.45,5617.58
BENE_02384,2024-07,6,13289.68,5849.39
BENE_02385,2020-03,8,13899.41,1169.52
BENE_02385,2020-03,12,11069.06,1332.0
BENE_02385,2021-04,6,12202.07,6304.75
BENE_02385,2023-04,3,9821.5,3375.1
BENE_02385,2021-12,5,9267.68,4197.28
BENE_02385,2021-07,7,11055.35,5320.53
BENE_02385,2020-11,5,9994.48,3198.52
BENE_02385,2021-08,5,4006.46,6609.76
BENE_02385,2023-11,5,3570.83,2350.62
BENE_02385,2021-11,4,9025.29,6149.4
BENE_02385,2023-03,5,546.16,7081.17
BENE_02385,2025-01,6,731.55,4780.32
BENE_02386,2020-06,5,7602.58,4471.46
BENE_02386,2020-10,8,14229.99,5018.37
BENE_02386,2022-11,8,13493.62,6573.43
BENE_02386,2022-10,7,705.62,7937.76
BENE_02386,2024-05,4,1731.89,5836.29
BENE_02386,2021-12,7,7723.59,1870.02
BENE_02386,2020-08,6,11164.58,3682.79
BENE_02386,2024-12,2,10144.08,6377.27
BENE_02386,2020-03,1,13365.84,668.05
BENE_02386,2020-07,5,5833.38,5292.94
BENE_02386,2020-10,14,13072.98,6048.09
BENE_02387,2022-11,8,1517.3,1730.65
BENE_02387,2022-07,6,566.46,1947.61
BENE_02387,2024-08,5,4520.11,892.78
BENE_02387,2024-12,4,1344.39,6730.85
BENE_02387,2023-10,5,11264.35,3226.81
BENE_02387,2024-07,8,11427.95,3159.26
BENE_02388,2020-05,5,5555.53,1317.08
BENE_02388,2021-04,7,7801.45,7605.84
BENE_02388,2021-12,3,956.88,3460.44
BENE_02388,2023-01,5,2973.74,567.47
BENE_02388,2021-01,10,11486.44,3458.77
BENE_02388,2022-03,4,1501.59,256.27
BENE_02389,2022-02,6,3431.73,1380.73
BENE_02389,2022-11,6,6390.89,1934.85
BENE_02389,2024-09,10,1720.78,2712.12
BENE_02389,2021-11,6,5381.58,5929.36
BENE_02389,2022-05,8,10843.05,390.82
BENE_02389,2022-02,2,11457.28,5938.81
BENE_02389,2021-10,5,13158.77,2754.7
BENE_02389,2024-08,3,3831.59,472.78
BENE_02389,2022-04,2,5339.83,5025.97
BENE_02389,2020-08,3,12847.94,3640.21
BENE_02389,2023-06,3,12495.93,7217.2
BENE_02389,2021-06,5,6734.15,4794.01
BENE_02390,2020-11,6,1069.36,1682.79
BENE_02390,2023-04,5,4225.01,6453.2
BENE_02390,2023-08,4,3441.51,1758.71
BENE_02390,2023-09,10,12522.74,5005.84
BENE_02390,2021-04,6,11217.73,1344.63
BENE_02391,2020-04,4,1279.69,3545.69
BENE_02391,2024-07,4,4691.65,3003.73
BENE_02391,2024-08,6,1022.13,4286.64
BENE_02391,2023-07,2,589.15,7120.95
BENE_02391,2022-12,4,2245.55,4523.75
BENE_02391,2024-06,4,11276.01,3476.37
BENE_02391,2024-12,6,9718.7,2432.48
BENE_02391,2020-05,8,9497.06,4744.59
BENE_02391,2023-02,6,9522.57,4070.93
BENE_02391,2022-12,9,2602.57,5456.36
BENE_02392,2022-01,8,5686.42,3884.63
BENE_02392,2020-11,9,12966.34,3074.28
BENE_02392,2023-07,10,12784.16,7629.16
BENE_02392,2021-08,5,14172.46,2886.92
BENE_02392,2021-04,10,1746.02,2349.82
BENE_02392,2021-10,10,4394.33,4207.58
BENE_02392,2021-05,3,13349.56,1921.38
BENE_02392,2024-06,4,8100.99,480.98
BENE_02392,2023-06,10,2589.21,512.67
BENE_02392,2022-03,6,13144.24,5585.42
BENE_02392,2022-06,6,6638.84,7269.03
BENE_02393,2023-06,4,1184.71,2959.71
BENE_02393,2021-08,5,509.23,5440.64
BENE_02393,2022-09,3,10697.29,5761.53
BENE_02393,2021-12,3,6883.69,3327.32
BENE_02393,2023-10,10,14677.87,556.82
BENE_02393,2020-10,8,6487.1,1953.59
BENE_02393,2023-05,11,8943.84,2953.99
BENE_02393,2023-07,6,3997.9,1664.76
BENE_02393,2020-12,9,5650.64,3026.72
BENE_02393,2020-03,11,7916.16,7131.89
BENE_02393,2024-04,8,9913.72,6425.74
BENE_02394,2023-07,7,12590.17,1470.49
BENE_02394,2021-03,3,3625.63,3502.29
BENE_02394,2023-03,7,9647.29,5612.16
BENE_02394,2020-09,5,10943.34,7913.29
BENE_02394,2024-11,2,11489.9,158.73
BENE_02394,2022-08,7,11728.28,6216.94
BENE_02394,2022-10,6,12645.8,2833.42
BENE_02394,2021-01,8,2134.73,3264.22
BENE_02394,2024-09,6,9983.54,2280.14
BENE_02394,2024-01,5,9879.18,7055.24
